congress,congress_year,majority_requirement,modify_date,question,session,vote_date,vote_document_text,vote_number,vote_question_text,vote_result,vote_result_text,vote_title,absent,amendment_number,amendment_purpose,amendment_to_amendment_number,amendment_to_document_number,amendment_to_document_short_title,by_whom,document_congress,document_name,document_number,document_short_title,document_title,document_type,nays,present,tie_breaker_vote,yeas,first_name,last_name,lis_member_id,member_full,party,state,vote_cast
109,2005,3/5,January 8  2010   09:31 AM,On the Motion,1,July 13  2005   07:06 PM,To increase funding for State and local grant programs.,178,On the Motion (Motion To Waive CBA RE: Akaka Amdt. No. 1112  As Modified),Motion Rejected,Motion Rejected (42-55  3/5 majority required),Motion To Waive CBA RE: Akaka Amdt. No. 1112  As Modified,3,S.Amdt. 1112,To increase funding for State and local grant programs.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,109,-,-,-,-,-,55,-,-,42,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   09:29 AM,On the Amendment,1,July 14  2005   10:04 AM,Of a perfecting nature.,179,On the Amendment S.Amdt. 1219 to S.Amdt. 1124 to H.R. 2360 (Department of Homeland Security Appropriations Act  2006),Amendment Rejected,Amendment Rejected (38-60),Ensign Amdt. No. 1219,2,S.Amdt. 1219,Of a perfecting nature.,S.Amdt. 1124,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,109,-,-,-,-,-,60,-,-,38,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,3/5,-,On the Motion,1,July 14  2005   10:39 AM,To provide that certain air cargo security programs are implemented  and for other purposes.,180,On the Motion (Motion To Waive CBA RE: Schumer Amdt. No. 1189),Motion Rejected,Motion Rejected (45-53  3/5 majority required),Motion To Waive CBA RE: Schumer Amdt. No. 1189,2,S.Amdt. 1189,To provide that certain air cargo security programs are implemented  and for other purposes.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,53,-,-,45,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,July 14  2005   11:00 AM,To appropriate $70 000 000 to identify and track hazardous materials shipments.,181,On the Motion (Motion To Waive CBA RE: Schumer Amdt. No. 1190),Motion Rejected,Motion Rejected (36-62  3/5 majority required),Motion To Waive CBA RE: Schumer Amdt. No. 1190,2,S.Amdt. 1190,To appropriate $70 000 000 to identify and track hazardous materials shipments.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,62,-,-,36,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 14  2005   11:49 AM,To increase the number of detention beds and positions or FTEs in the United States consistent with the number authorized in the Intelligence Reform and Terrorism Prevention Act of 2004 (Public Law 108-458)  and for other purposes.,182,On the Amendment S.Amdt. 1171 to H.R. 2360 (Department of Homeland Security Appropriations Act  2006),Amendment Rejected,Amendment Rejected (42-56),McCain Amdt. No. 1171 As Modified And Amended,2,S.Amdt. 1171,To increase the number of detention beds and positions or FTEs in the United States consistent with the number authorized in the Intelligence Reform and Terrorism Prevention Act of 2004 (Public Law 108-458)  and for other purposes.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,56,-,-,42,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,3/5,-,On the Motion,1,July 14  2005   11:46 AM,To provide funding for interoperable communications equipment grants.,183,On the Motion (Motion To Waive CBA RE: Stabenow Amdt. No. 1217),Motion Rejected,Motion Rejected (35-63  3/5 majority required),Motion To Waive CBA RE: Stabenow Amdt. No. 1217,2,S.Amdt. 1217,To provide funding for interoperable communications equipment grants.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,63,-,-,35,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,3/5,-,On the Motion,1,July 14  2005   03:10 PM,To provide additional funding for intercity passenger rail transportation  freight rail  and mass transit.,184,On the Motion (Motion To Waive CBA Byrd Amdt. No. 1218),Motion Rejected,Motion Rejected (43-55  3/5 majority required),Motion To Waive CBA Byrd Amdt. No. 1218,2,S.Amdt. 1218,To provide additional funding for intercity passenger rail transportation  freight rail  and mass transit.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,55,-,-,43,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 14  2005   03:41 PM,To allocate funds for certain terrorism prevention activities  including rail and transit security.,185,On the Amendment S.Amdt. 1220 to H.R. 2360 (Department of Homeland Security Appropriations Act  2006),Amendment Rejected,Amendment Rejected (46-52),Gregg Amdt. No. 1220  As Modified Further,2,S.Amdt. 1220,To allocate funds for certain terrorism prevention activities  including rail and transit security.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,52,-,-,46,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,3/5,-,On the Motion,1,July 14  2005   03:59 PM,To allocate funds for certain terrorism prevention activities  including rail and transit security.,186,On the Motion (Motion To Waive CBA Shelby Amdt. No. 1205 As Modified),Motion Rejected,Motion Rejected (53-45  3/5 majority required),Motion To Waive CBA Shelby Amdt. No. 1205 As Modified,2,S.Amdt. 1205,To allocate funds for certain terrorism prevention activities  including rail and transit security.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,45,-,-,53,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 14  2005   06:24 PM,To protect classified information and to protect our servicemen and women.,187,On the Amendment S.Amdt. 1223 to H.R. 2360 (Department of Homeland Security Appropriations Act  2006),Amendment Rejected,Amendment Rejected (32-65),Frist Amdt. No. 1223,3,S.Amdt. 1223,To protect classified information and to protect our servicemen and women.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,65,-,-,32,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,July 14  2005   06:53 PM,To prohibit Federal employees who disclose classified information to persons not authorized to receive such information from holding a security clearance.,188,On the Amendment S.Amdt. 1222 to H.R. 2360 (Department of Homeland Security Appropriations Act  2006),Amendment Rejected,Amendment Rejected (44-53),Reid Amdt. No. 1222,3,S.Amdt. 1222,To prohibit Federal employees who disclose classified information to persons not authorized to receive such information from holding a security clearance.,-,H.R. 2360,Department of Homeland Security Appropriations Act  2006,-,-,-,-,-,-,-,53,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On Passage of the Bill,1,July 14  2005   07:29 PM,A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30  2006  and for other purposes.,189,On Passage of the Bill H.R. 2360,Bill Passed,Bill Passed (96-1),H.R. 2360 As Amended,3,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 2360,2360,Department of Homeland Security Appropriations Act  2006,A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30  2006  and for other purposes.,H.R.,1,-,-,96,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   12:19 PM,On the Nomination,1,July 18  2005   05:45 PM,Lester M. Crawford  of Maryland  to be Commissioner of Food and Drugs  Department of Health and Human Services,190,On the Nomination PN214,Nomination Confirmed,Nomination Confirmed (78-16),Confirmation Lester M. Crawford  of Maryland  to be Commissioner of Food and Drugs,6,-,No Statement of Purpose on File.,-,-,-,-,109,PN214,214,-,Lester M. Crawford  of Maryland  to be Commissioner of Food and Drugs  Department of Health and Human Services,PN,16,-,-,78,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Joint Resolution,1,July 19  2005   12:24 PM,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,191,On the Joint Resolution H.J.Res. 52,Joint Resolution Passed,Joint Resolution Passed (97-1),H.J.Res 52,2,-,No Statement of Purpose on File.,-,-,-,-,-,H.J.Res. 52,52,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,H.J.Res.,1,-,-,97,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 19  2005   06:41 PM,To prohibit any funds from being used by the Export-Import Bank of the United States to approve a loan or a loan guarantee related to a nuclear project in China.,192,On the Amendment S.Amdt. 1242 to H.R. 3057 (Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006),Amendment Rejected,Amendment Rejected (37-62),Coburn Amdt. No 1242,1,S.Amdt. 1242,To prohibit any funds from being used by the Export-Import Bank of the United States to approve a loan or a loan guarantee related to a nuclear project in China.,-,H.R. 3057,Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006,-,-,-,-,-,-,-,62,-,-,37,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 19  2005   07:13 PM,To prohibit funds from being made available to the United States Agency for International Development for entertainment expenses.,193,On the Amendment S.Amdt. 1241 to H.R. 3057 (Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006),Amendment Agreed to,Amendment Agreed to (59-40),Coburn Amdt. No. 1241,1,S.Amdt. 1241,To prohibit funds from being made available to the United States Agency for International Development for entertainment expenses.,-,H.R. 3057,Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006,-,-,-,-,-,-,-,40,-,-,59,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 19  2005   07:37 PM,To provide that no funds may be made available to provide television broadcasting to Cuba  to increase by $21 100 000 the amount appropriated to the Peace Corps  and to reduce by the same amount the amount appropriated under title I to the Broadcasting Board of Governors for broadcasting to Cuba.,194,On the Amendment S.Amdt. 1294 to H.R. 3057 (Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006),Amendment Rejected,Amendment Rejected (33-66),Dorgan Amdt. No. 1294,1,S.Amdt. 1294,To provide that no funds may be made available to provide television broadcasting to Cuba  to increase by $21 100 000 the amount appropriated to the Peace Corps  and to reduce by the same amount the amount appropriated under title I to the Broadcasting Board of Governors for broadcasting to Cuba.,-,H.R. 3057,Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006,-,-,-,-,-,-,-,66,-,-,33,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 20  2005   02:32 PM,To express the sense of the Senate regarding the use of funds for orphans  and displaced and abandoned children.,195,On the Amendment S.Amdt. 1245 to H.R. 3057 (Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006),Amendment Agreed to,Amendment Agreed to (98-0),Landrieu Amdt. No. 1245,2,S.Amdt. 1245,To express the sense of the Senate regarding the use of funds for orphans  and displaced and abandoned children.,-,H.R. 3057,Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006,-,-,-,-,-,-,-,0,-,-,98,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 20  2005   03:05 PM,To prevent funds from being made available to provide assistance to a country which has refused to extradite certain individuals to the United States.,196,On the Amendment S.Amdt. 1271 to H.R. 3057 (Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006),Amendment Agreed to,Amendment Agreed to (86-12),Chambliss Amdt. No. 1271,2,S.Amdt. 1271,To prevent funds from being made available to provide assistance to a country which has refused to extradite certain individuals to the United States.,-,H.R. 3057,Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006,-,-,-,-,-,-,-,12,-,-,86,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On Passage of the Bill,1,July 20  2005   03:36 PM,An act making appropriations for the Department of State  foreign operations  and related programs for the fiscal year ending September 30  2006  and for other purposes.,197,On Passage of the Bill H.R. 3057,Bill Passed,Bill Passed (98-1),H.R. 3057 as Amended,1,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3057,3057,Foreign Operations  Export Financing  and Related Programs Appropriations Act  2006,An act making appropriations for the Department of State  foreign operations  and related programs for the fiscal year ending September 30  2006  and for other purposes.,H.R.,1,-,-,98,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   12:18 PM,On the Nomination,1,July 21  2005   10:55 AM,Thomas C. Dorr  of Iowa  to be Under Secretary of Agriculture for Rural Development,198,On the Nomination PN68,Nomination Confirmed,Nomination Confirmed (62-38),Confirmation of the Nomination of Thomas C. Dorr  of Iowa  to be Under Secretary of Agriculture for Rural Development,-,-,No Statement of Purpose on File.,-,-,-,-,109,PN68,68,-,Thomas C. Dorr  of Iowa  to be Under Secretary of Agriculture for Rural Development,PN,38,-,-,62,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,July 21  2005   12:32 PM,To increase  with an offset  amounts available for the procurement of wheeled vehicles for the Army and the Marine Corps and for armor for such vehicles.,199,On the Amendment S.Amdt. 1314 to S. 1042 (National Defense Authorization Act for Fiscal Year 2006),Amendment Agreed to,Amendment Agreed to (100-0),Warner Amdt. No. 1314 as Modified,-,S.Amdt. 1314,To increase  with an offset  amounts available for the procurement of wheeled vehicles for the Army and the Marine Corps and for armor for such vehicles.,-,S. 1042,National Defense Authorization Act for Fiscal Year 2006,-,-,-,-,-,-,-,0,-,-,100,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 21  2005   06:32 PM,To improve authorities to address urgent nonproliferation crises and United States nonproliferation operations.,200,On the Amendment S.Amdt. 1380 to S. 1042 (National Defense Authorization Act for Fiscal Year 2006),Amendment Agreed to,Amendment Agreed to (78-19),Lugar Amdt. No. 1380,3,S.Amdt. 1380,To improve authorities to address urgent nonproliferation crises and United States nonproliferation operations.,-,S. 1042,National Defense Authorization Act for Fiscal Year 2006,-,-,-,-,-,-,-,19,-,-,78,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Resolution,1,July 25  2005   05:32 PM,A resolution recognizing and honoring the 15th anniversary of the enactment of the Americans with Disabilities Act of 1990.,201,On the Resolution S.Res. 207,Resolution Agreed to,Resolution Agreed to (87-0),S. Res. 207,13,-,No Statement of Purpose on File.,-,-,-,-,-,S.Res. 207,207,-,A resolution recognizing and honoring the 15th anniversary of the enactment of the Americans with Disabilities Act of 1990.,S.Res.,0,-,-,87,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   09:31 AM,On the Amendment,1,July 26  2005   10:49 AM,To ensure that certain persons do not evade or avoid the prohibitions imposed under the International Emergency Powers Act  and for other purposes.,202,On the Amendment S.Amdt. 1377 to S. 1042 (National Defense Authorization Act for Fiscal Year 2006),Amendment Agreed to,Amendment Agreed to (98-0),Collins Amdt. No. 1377  As Modified,2,S.Amdt. 1377,To ensure that certain persons do not evade or avoid the prohibitions imposed under the International Emergency Powers Act  and for other purposes.,-,S. 1042,National Defense Authorization Act for Fiscal Year 2006,-,109,-,-,-,-,-,0,-,-,98,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 26  2005   11:20 AM,To stop corporations from financing terrorism.,203,On the Amendment S.Amdt. 1351 to S. 1042 (National Defense Authorization Act for Fiscal Year 2006),Amendment Rejected,Amendment Rejected (47-51),Lautenberg Amdt. No. 1351,2,S.Amdt. 1351,To stop corporations from financing terrorism.,-,S. 1042,National Defense Authorization Act for Fiscal Year 2006,-,-,-,-,-,-,-,51,-,-,47,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 26  2005   11:45 AM,To support certain youth organizations  including the Boy Scouts of America and Girl Scouts of America  and for other purposes.,204,On the Amendment S.Amdt. 1342 to S. 1042 (National Defense Authorization Act for Fiscal Year 2006),Amendment Agreed to,Amendment Agreed to (98-0),Frist Amdt. No. 1342  As Modified,2,S.Amdt. 1342,To support certain youth organizations  including the Boy Scouts of America and Girl Scouts of America  and for other purposes.,-,S. 1042,National Defense Authorization Act for Fiscal Year 2006,-,-,-,-,-,-,-,0,-,-,98,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Cloture Motion,1,July 26  2005   12:19 PM,An original bill to authorize appropriations for fiscal year 2006 for military activities of the Department of Defense  for military construction  and for defense activities of the Department of Energy  to prescribe personnel strengths for such fiscal year for the Armed Forces  and for other purposes.,205,On the Cloture Motion S. 1042,Cloture Motion Rejected,Cloture Motion Rejected (50-48  3/5 majority required),Motion To Invoke Cloture On S. 1042,2,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1042,1042,National Defense Authorization Act for Fiscal Year 2006,An original bill to authorize appropriations for fiscal year 2006 for military activities of the Department of Defense  for military construction  and for defense activities of the Department of Energy  to prescribe personnel strengths for such fiscal year for the Armed Forces  and for other purposes.,S.,48,-,-,50,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,3/5,-,On the Cloture Motion,1,July 26  2005   12:53 PM,A bill to prohibit civil liability actions from being brought or continued against manufacturers  distributors  dealers  or importers of firearms or ammunition for damages  injunctive or other relief resulting from the misuse of their products by others.,206,On the Cloture Motion S. 397,Cloture Motion Agreed to,Cloture Motion Agreed to (66-32  3/5 majority required),Motion To Invoke Cloture On The Motion To Proceed To S. 397,2,-,No Statement of Purpose on File.,-,-,-,-,-,S. 397,397,Protection of Lawful Commerce in Arms Act,A bill to prohibit civil liability actions from being brought or continued against manufacturers  distributors  dealers  or importers of firearms or ammunition for damages  injunctive or other relief resulting from the misuse of their products by others.,S.,32,-,-,66,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,July 28  2005   12:13 PM,To amend chapter 44 of title 18  United States Code  to require the provision of a child safety lock in connection with the transfer of a handgun.,207,On the Amendment S.Amdt. 1626 to S. 397 (Protection of Lawful Commerce in Arms Act),Amendment Agreed to,Amendment Agreed to (70-30),Kohl Amdt. No. 1626,-,S.Amdt. 1626,To amend chapter 44 of title 18  United States Code  to require the provision of a child safety lock in connection with the transfer of a handgun.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,30,-,-,70,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion to Table,1,July 28  2005   03:02 PM,To clarify the prohibition on certain civil liability actions.,208,On the Motion to Table S.Amdt. 1623 to S. 397 (Protection of Lawful Commerce in Arms Act),Motion to Table Agreed to,Motion to Table Agreed to (62-37),Motion To Table Levin Amdt. No. 1623,1,S.Amdt. 1623,To clarify the prohibition on certain civil liability actions.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,37,-,-,62,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On Passage of the Bill,1,July 28  2005   07:52 PM,A bill to implement the Dominican Republic-Central America-United States Free Trade Agreement.,209,On Passage of the Bill H.R. 3045,Bill Passed,Bill Passed (55-45),H. R. 3045,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3045,3045,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,A bill to implement the Dominican Republic-Central America-United States Free Trade Agreement.,H.R.,45,-,-,55,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Conference Report,1,July 29  2005   11:34 AM,A bill making appropriations for the Department of the Interior  environment  and related agencies for the fiscal year ending September 30  2006  and for other purposes.,210,On the Conference Report H.R. 2361,Conference Report Agreed to,Conference Report Agreed to (99-1),Conference Report H. R. 2361,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 2361,2361,Department of the Interior  Environment  and Related Agencies Appropriations Act  2006,A bill making appropriations for the Department of the Interior  environment  and related agencies for the fiscal year ending September 30  2006  and for other purposes.,H.R.,1,-,-,99,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Conference Report,1,July 29  2005   12:10 PM,A bill making appropriations for the Legislative Branch for the fiscal year ending September 30  2006  and for other purposes.,211,On the Conference Report H.R. 2985,Conference Report Agreed to,Conference Report Agreed to (96-4),Conference Report H. R. 2985,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 2985,2985,Legislative Branch Appropriations Act  2006,A bill making appropriations for the Legislative Branch for the fiscal year ending September 30  2006  and for other purposes.,H.R.,4,-,-,96,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,July 29  2005   12:29 PM,A bill to ensure jobs for our future with secure  affordable  and reliable energy.,212,On the Motion (Motion To Waive CBA Re: Conference Report To Accompany H. R. 6),Motion Agreed to,Motion Agreed to (71-29  3/5 majority required),Motion To Waive CBA Re: Conference Report To Accompany H. R. 6,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 6,6,Energy Policy Act of 2005,A bill to ensure jobs for our future with secure  affordable  and reliable energy.,H.R.,29,-,-,71,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Conference Report,1,July 29  2005   12:50 PM,A bill to ensure jobs for our future with secure  affordable  and reliable energy.,213,On the Conference Report H.R. 6,Conference Report Agreed to,Conference Report Agreed to (74-26),Conference Report H. R. 6,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 6,6,Energy Policy Act of 2005,A bill to ensure jobs for our future with secure  affordable  and reliable energy.,H.R.,26,-,-,74,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,July 29  2005   01:54 PM,To protect the rights of children who are victimized by crime to secure compensation from those who participate in the arming of criminals.,214,On the Amendment S.Amdt. 1644 to S. 397 (Protection of Lawful Commerce in Arms Act),Amendment Agreed to,Amendment Agreed to (72-26),Craig Amdt. No. 1644,2,S.Amdt. 1644,To protect the rights of children who are victimized by crime to secure compensation from those who participate in the arming of criminals.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,26,-,-,72,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,July 29  2005   02:24 PM,To exempt lawsuits involving injuries to children from the definition of qualified civil liability action.,215,On the Amendment S.Amdt. 1620 to S. 397 (Protection of Lawful Commerce in Arms Act),Amendment Rejected,Amendment Rejected (35-64),Lautenberg Amdt. No. 1620,1,S.Amdt. 1620,To exempt lawsuits involving injuries to children from the definition of qualified civil liability action.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,64,-,-,35,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 29  2005   03:17 PM,To regulate the sale and possession of armor piercing ammunition  and for other purposes.,216,On the Amendment S.Amdt. 1645 to S. 397 (Protection of Lawful Commerce in Arms Act),Amendment Agreed to,Amendment Agreed to (87-11),Craig Amendment No. 1645,2,S.Amdt. 1645,To regulate the sale and possession of armor piercing ammunition  and for other purposes.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,11,-,-,87,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,July 29  2005   03:46 PM,To expand the definition of armor piercing ammunition and for other purposes.,217,On the Amendment S.Amdt. 1615 to S. 397 (Protection of Lawful Commerce in Arms Act),Amendment Rejected,Amendment Rejected (31-64),Kennedy Amdt. No. 1615,5,S.Amdt. 1615,To expand the definition of armor piercing ammunition and for other purposes.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,64,-,-,31,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,July 29  2005   04:37 PM,To provide a complete substitute.,218,On the Amendment S.Amdt. 1642 to S. 397 (Protection of Lawful Commerce in Arms Act),Amendment Rejected,Amendment Rejected (33-63),Reed Amdt. No. 1642,4,S.Amdt. 1642,To provide a complete substitute.,-,S. 397,Protection of Lawful Commerce in Arms Act,-,-,-,-,-,-,-,63,-,-,33,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On Passage of the Bill,1,July 29  2005   05:11 PM,A bill to prohibit civil liability actions from being brought or continued against manufacturers  distributors  dealers  or importers of firearms or ammunition for damages  injunctive or other relief resulting from the misuse of their products by others.,219,On Passage of the Bill S. 397,Bill Passed,Bill Passed (65-31),Passage of S. 397  As Amended,4,-,No Statement of Purpose on File.,-,-,-,-,-,S. 397,397,Protection of Lawful Commerce in Arms Act,A bill to prohibit civil liability actions from being brought or continued against manufacturers  distributors  dealers  or importers of firearms or ammunition for damages  injunctive or other relief resulting from the misuse of their products by others.,S.,31,-,-,65,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Conference Report,1,July 29  2005   06:03 PM,A bill to authorize funds for Federal-aid highways  highway safety programs  and transit programs  and for other purposes.,220,On the Conference Report H.R. 3,Conference Report Agreed to,Conference Report Agreed to (91-4),Conference Report H. R. 3,5,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3,3,SAFETEA-LU,A bill to authorize funds for Federal-aid highways  highway safety programs  and transit programs  and for other purposes.,H.R.,4,-,-,91,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Resolution,1,September 6  2005   05:28 PM,A resolution expressing the condolences of the Nation to the victims of Hurricane Katrina  commending the resiliency of the people of the States of Louisiana  Mississippi  and Alabama  and committing to stand by them in the relief and recovery efforts.,221,On the Resolution S.Res. 233,Resolution Agreed to,Resolution Agreed to (94-0),S. Res. 233,6,-,No Statement of Purpose on File.,-,-,-,-,-,S.Res. 233,233,-,A resolution expressing the condolences of the Nation to the victims of Hurricane Katrina  commending the resiliency of the people of the States of Louisiana  Mississippi  and Alabama  and committing to stand by them in the relief and recovery efforts.,S.Res.,0,-,-,94,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Resolution,1,September 7  2005   12:10 PM,A resolution relative to the death of William H. Rehnquist  Chief Justice of the United States.,222,On the Resolution S.Res. 234,Resolution Agreed to,Resolution Agreed to (95-0),S. Res. 234,5,-,No Statement of Purpose on File.,-,-,-,-,-,S.Res. 234,234,-,A resolution relative to the death of William H. Rehnquist  Chief Justice of the United States.,S.Res.,0,-,-,95,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On Passage of the Bill,1,September 8  2005   07:04 PM,A bill making further emergency supplemental appropriations to meet immediate needs arising from the consequences of Hurricane Katrina  for the fiscal year ending September 30  2005  and for other purposes.,223,On Passage of the Bill H.R. 3673,Bill Passed,Bill Passed (97-0),H. R. 3673,3,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3673,3673,Second Emergency Supplemental Appropriations Act to Meet Immediate Needs Arising From the Consequences of Hurricane Katrina  2005,A bill making further emergency supplemental appropriations to meet immediate needs arising from the consequences of Hurricane Katrina  for the fiscal year ending September 30  2005  and for other purposes.,H.R.,0,-,-,97,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
